Date,^GDAXI,FTSEMIB.MI,^FCHI,^IBEX,^STOXX50E
2022-10-20,12767.41015625,21702.0,6086.89990234375,7644.39990234375,3492.85009765625
2022-10-21,12730.900390625,21568.0,6035.39013671875,7545.60009765625,3476.6298828125
2022-10-24,12931.4501953125,21983.0,6131.35986328125,7680.5,3527.7900390625
2022-10-25,13052.9599609375,22290.0,6250.5498046875,7794.89990234375,3585.580078125
2022-10-26,13195.8095703125,22390.0,6276.31005859375,7870.60009765625,3605.31005859375
2022-10-27,13211.23046875,22590.0,6244.02978515625,7921.10009765625,3604.510009765625
2022-10-28,13243.330078125,22529.0,6273.0498046875,7916.5,3613.02001953125
2022-10-31,13253.740234375,22652.0,6266.77001953125,7956.5,3617.5400390625
2022-11-01,13338.740234375,22796.0,6328.25,7999.0,3651.02001953125
2022-11-02,13256.740234375,22803.0,6276.8798828125,7968.60009765625,3622.010009765625
2022-11-03,13130.1904296875,22706.0,6243.27978515625,7868.89990234375,3593.179931640625
2022-11-04,13459.849609375,23282.0,6416.43994140625,7942.7001953125,3688.330078125
2022-11-07,13533.51953125,23493.0,6416.60986328125,7962.2998046875,3708.800048828125
2022-11-08,13688.75,23694.0,6441.5,7998.89990234375,3739.280029296875
2022-11-09,13666.3203125,23780.0,6430.56982421875,8040.39990234375,3728.030029296875
2022-11-10,14146.08984375,24394.0,6556.830078125,8133.2001953125,3846.56005859375
2022-11-11,14224.8603515625,24456.0,6594.6201171875,8133.2001953125,3868.5
2022-11-14,14313.2998046875,24597.0,6609.169921875,8166.5,3887.510009765625
2022-11-15,14378.509765625,24700.0,6641.66015625,8188.39990234375,3915.090087890625
2022-11-16,14234.0302734375,24531.0,6607.22021484375,8101.39990234375,3882.780029296875
2022-11-17,14266.3798828125,24340.0,6576.1201171875,8040.7001953125,3878.419921875
2022-11-18,14431.8603515625,24675.0,6644.4599609375,8127.7998046875,3924.840087890625
2022-11-21,14379.9296875,24356.0,6634.4501953125,8188.39990234375,3909.280029296875
2022-11-22,14422.349609375,24591.0,6657.52978515625,8325.0,3929.89990234375
2022-11-23,14427.58984375,24581.0,6679.08984375,8331.2001953125,3946.43994140625
2022-11-24,14539.5595703125,24731.0,6707.31982421875,8388.099609375,3961.989990234375
2022-11-25,14541.3798828125,24719.0,6712.47998046875,8416.599609375,3962.409912109375
2022-11-28,14383.3603515625,24441.0,6665.2001953125,8323.2001953125,3935.510009765625
2022-11-29,14355.4501953125,24466.0,6668.97021484375,8322.099609375,3934.43994140625
